"address","email","fax","latitude","licence_number","longitude","maps_url","name","ownership","page","phone","scraped_at","validity_date"
"NO.1 JALAN ARA 9,  BANDAR UTAMA TAMPIN,   73000 Tampin Negeri Sembilan","","","0","N/PJB WT 21/2023","0","http://maps.google.com/?q=0 ,0","TAKE CARE CENTRE","","50","014-3389554","2026-05-07T15:27:06.284Z","27.09.2023 - 26.09.2028"
"NO. 54, JALAN GASING, 46000 PETALING JAYA, SELANGOR    46000  Selangor","","","3.0985623","B/PJB WT 018/2023","101.6501605","http://maps.google.com/?q=3.0985623	 ,101.6501605","THE MANSION CARE CENTRE (2)","","50","016-2348088","2026-05-07T15:27:06.285Z","21.11.2023 - 20.11.2028"
"NO. 56, JALAN GASING, 46000 PETALING JAYA, SELANGOR    46000  Selangor","","","3.0987155","B/PJB WT 019/2023","101.6502049","http://maps.google.com/?q=3.0987155	 ,101.6502049","THE MANSION CARE CENTRE (3)","","50","016-2348088","2026-05-07T15:27:06.285Z","21.11.2023 - 20.11.2028"
"NO. 58, JALAN GASING, 46000 PETALING JAYA, SELANGOR    46000  Selangor","","","3.0988871","B/PJB WT 020/2023","101.650316","http://maps.google.com/?q=3.0988871	 ,101.650316","THE MANSION CARE CENTRE (4)","","50","016-2348088","2026-05-07T15:27:06.285Z","21.11.2023 - 20.11.2028"
"71  Jalan Perak  10150 Georgetown Pulau Pinang","","","5.34161","P/PJB WT 024/2022","100.50066","http://maps.google.com/?q=5.34161 ,100.50066","The Penang Buddhist Association Senior Cetizen's Home Care Centre","","50","0124722813","2026-05-07T15:27:06.285Z","06.07.2021 - 05.07.2026"
"Jalan Bersatu, Jelapang,  Ipoh,  30020  Perak","perak.home@smm.salvationarmy.org","","4.633616","A/PJB WT 009/2023","101.0622812","http://maps.google.com/?q=4.633616 ,101.0622812","The Salvation Army Perak Home For The Aged Care Centre","","50","05-5262108, 012-3721906","2026-05-07T15:27:06.285Z","12.05.2023 - 11.05.2028"
"LOT 9373, TAMAN SRI MANIR, KAMPUNG BANGGOL DONAS 21200 KUALA TERENGGANU   21200  Terengganu","","","5.3302","T/PJB WE 005/2024","103.1408","http://maps.google.com/?q=5.3302 ,103.1408","THE SYNOD OF THE DIOCESE OF WEST MALAYSIA CARE CENTRE","","50","0178424316","2026-05-07T15:27:06.285Z","29.05.2024 - 28.05.2029"
"NO. 50, JALAN MOHD TAHIR 27, OFF JALAN RAJA NONG, 41200 KLANG, SELANGOR    41200  Selangor","","","3.015282","B/PJB WT 010/2024","101.4613834","http://maps.google.com/?q=3.015282	 ,101.4613834","THERESA HOME CARE CENTRE (2)","","51","016-2579028","2026-05-07T15:27:08.809Z","14.05.2024 - 13.05.2029"
"NO. 6991, JALAN 18, BATU 8, TAMAN SELAYANG BARU, 68100 BATU CAVES, SELANGOR    68100 BATU CAVES Selangor","","","3.2479","B/PJB WT 015/2025","101.661","http://maps.google.com/?q=3.2479	101.661","TILA CARE CENTRE","","51","010-7682707","2026-05-07T15:27:08.809Z","08.12.2025 - 07.12.2030"
"No. 3, Jalan Teh Hian Tat,  Ipoh,  30250  Perak","","","4.585058","A/PJB WT 001/2019","101.1000201","http://maps.google.com/?q=4.585058 ,101.1000201","Top Perfect Care Centre","","51","016-5677565","2026-05-07T15:27:08.810Z","07.01.2019 - 06.01.2024"
"No. 3, Jalan Teh Hian Tat,  30250 Ipoh  30250  Perak","yokelan1949@gmail.com","","4.5847718","A/PJB WT 037/2024","101.0994379","http://maps.google.com/?q=4.5847718 ,101.0994379","Top Perfect Care Centre","","51","016-5677565","2026-05-07T15:27:08.810Z","14.06.2024 - 13.06.2029"
"No. 1, 3 & 5, Jalan Ayaru, Taman Lim,  Ipoh,  30100  Perak","","","4.6043504","A/PJB WT 020/2023","101.0676129","http://maps.google.com/?q=4.6043504	 ,101.0676129","Trinity Care Centre","","51","016-5128178","2026-05-07T15:27:08.810Z","17.07.2023 - 16.07.2028"
"NO 24  JALAN 61  TAMAN SERI INDERAPURA 25070 KUANTAN Pahang","","","3.7490204137922643","C/PJBWE009/2024","103.26291033771106","http://maps.google.com/?q=3.7490204137922643, 103.26291033771106","TRUE HOME CARE CENTRE","","51","018-3758662","2026-05-07T15:27:08.810Z","16.08.2024 - 15.08.2029"
"NO.294, KAMPUNG BARU RASAH   70300 Seremban Negeri Sembilan","","","2.69835","N/PJB WE 07/2024","101.93301","http://maps.google.com/?q=2.69835 ,101.93301","TRUE HOUSE OF VICTORY CARE CENTRE","","51","012-2694537","2026-05-07T15:27:08.810Z","20.03.2024 - 19.03.2029"
"1122, Jalan Lenggong, Kg. Baru Buntong,  Ipoh,  30100  Perak","","","4.5924696","A/PJB WT 059/2021","101.0613849","http://maps.google.com/?q=4.5924696 ,101.0613849","Twilight Care Centre","","51","019-5136661","2026-05-07T15:27:08.811Z","11.11.2021 - 10.11.2026"
"No. 4, Laluan Canning, Taman Canning,  Ipoh  31400  Perak","","","4.6086543","A/PJB WT 006/2020","101.1079283","http://maps.google.com/?q=4.6086543 ,101.1079283","Twilight Elderly Care Centre","","51","019-5136661, 05-5430520","2026-05-07T15:27:08.811Z","07.04.2020 - 06.04.2025"
"No. 4, Laluan Canning,  Taman Canning, 31400 Ipoh  31400 Ipoh Perak","angelina_ann87@yahoo.com","","4.6086543","A/PJB WE 015/2025","101.1079283","http://maps.google.com/?q=4.6086543, 101.1079283","Twilight Elderly Care Centre","","51","019-5136661, 05-5430520","2026-05-07T15:27:08.811Z","16.04.2025 - 15.04.2030"
"No. 27G, Jalan Raja Musa Mahadi, Rapat Setia,  Ipoh,  31350  Perak","","","4.5678811","A/PJB WT 039/2023","101.1209392","http://maps.google.com/?q=4.5678811 ,101.1209392","Twilight Rapat Care Centre","","52","016-5575068","2026-05-07T15:27:11.778Z","10.10.2023 - 09.10.2028"
"2( GF, 1st Floor & 2nd Floor Jalan Perbiagaan Vorteks 3 Pusat Perniagaan Vorteks Simpang Ampat 14100 Simpang Ampat Pulau Pinang","","","5.26474","P/PJB WT 004/ 2025","100.45199","http://maps.google.com/?q=5.26474, 100.45199","UMC Healthcare Centre","","52","0123887421","2026-05-07T15:27:11.778Z","07.02.2025 - 06.02.2030"
"NO.19,JALAN MURNI 15, TAMAN PUTRA MURNI JALAN SALLLEH 84000 MUAR, JOHOR  84000  Johor","","","1","J/PJB WT 045/2020","578465","http://maps.google.com/?q=1,578465 ,103,718453","UMMI NAURA CARE CENTRE","","52","0139796861","2026-05-07T15:27:11.778Z","31.12.2020 - 30.12.2025"
"NO. 2, JALAN PU 1/10A, TAMAN PUCHONG UTAMA 47140 PUCHONG, SELANGOR   47140  Selangor","","","3.0005897","B/PJBWT 007/2023","101.6157385","http://maps.google.com/?q=3.0005897,	 ,101.6157385","UNIQUE FAMILY CARE CENTRE","","52","014-3327562","2026-05-07T15:27:11.778Z","05.05.2023 - 04.05.2028"
"No. 19, Jalan Abdullah Liew, Taman Canning,  Ipoh,  31400  Perak","","","4.6044935","A/PJB WT 022/2022","101.1058806","http://maps.google.com/?q=4.6044935 ,101.1058806","Universal Love Home Care Centre","","52","018-9484785","2026-05-07T15:27:11.779Z","07.06.2022 - 06.06.2027"
"No. 90, Lot 2788, Taman Sri Krishnan, Kg. Cina,  Sitiawan  32000  Perak","","","4.199077","A/PJB WT 006/2023","100.6147171","http://maps.google.com/?q=4.199077 ,100.6147171","Vcare Geriatric Care Centre","","52","013-6909658","2026-05-07T15:27:11.779Z","29.03.2023 - 28.03.2028"
"No. 55, Laluan Tasek Timur 6,  Taman Sri Dermawan,  31400 Ipoh 31400  Perak","","","4.6331995","A/PJB WT 008/2024","101.1141888","http://maps.google.com/?q=4.6331995 ,101.1141888","Verde Home Bercham Care Centre","","52","016-5218916","2026-05-07T15:27:11.779Z","30.01.2024 - 29.01.2029"
"Pt 116383 & Pt 116384 Jalan Pegoh Seberang 2,  RPT Pengkalan Pegoh Seberang,  31500 Lahat 31500  Perak","","","4.5354557","A/PJB WT 001/2024","101.078337","http://maps.google.com/?q=4.5354557 ,101.078337","Verde Home Care Centre","","52","016-5218916","2026-05-07T15:27:11.779Z","15.01.2024 - 14.01.2029"
"No. 46, Jalan Sarmukh, Taman Chateau, 30250 Ipoh   30250 Ipoh Perak","","","4.5842041","A/PJB WE 008/2025","101.0947716","http://maps.google.com/?q=4.5842041, 101.0947716","Verde Retirement Home Care Centre","","52","016-5218916","2026-05-07T15:27:11.779Z","21.02.2025 - 20.02.2030"
"No. 1A, Lebuh Park, Victoria Park, Off Kampar Road,  Ipoh  30250  Perak","","","4.5802471","A/PJB WT 005/2020","101.0935809","http://maps.google.com/?q=4.5802471 ,101.0935809","Victory Care Centre","","52","016-5677565","2026-05-07T15:27:11.779Z","07.04.2020 - 06.04.2025"
"No. 1A, Lebuh Park, Victoria Park,  Off Kampar Road, 30250 Ipoh  30250 Ipoh Perak","henrrychew@gmail.com","","4.5807556","A/PJB WE 026/2025","101.0956503","http://maps.google.com/?q=4.5807556, 101.0956503","Victory Care Centre","","53","05-2547267, 016-5900291","2026-05-07T15:27:15.254Z","02.07.2025 - 01.07.2030"
"NO. 20, JALAN DELIMA 11 TAMAN DELIMA  86000  Johor","","","2.009732350490089","J/PJB WT 037/2024","103.31124301760434","http://maps.google.com/?q=2.009732350490089 , 103.31124301760434","VV ELDERLY CARE CENTRE","","53","018-3244697","2026-05-07T15:27:15.255Z","21.07.2024 - 20.07.2029"
"NO. 49 JALAN 18/14, TAMAN KANAGAPURAM JALAN KLANG LAMA BATU 6, 46000 PETALING JAYA, SELANGOR   46000  Selangor","","","3.0825048","B/PJB WT 013/2021","101.6576821","http://maps.google.com/?q=3.0825048 ,101.6576821","WEI AI CARE CENTRE","","53","03-7782832","2026-05-07T15:27:15.255Z","12.07.2021 - 11.07.2026"
"LOT 3468, NO.18, JALAN LURAH 23, KEMPAS BARU,   81200  Johor","","","1.5309439486395877","J/PJBWT019/2025","103.71855943837976","http://maps.google.com/?q=1.5309439486395877, 103.71855943837976","WOON HO FAMILY CARE CENTRE","","53","0137099065","2026-05-07T15:27:15.255Z","22.01.2025 - 21.01.2030"
"MDLB 1358, LORONG SIBUGA 10,  TAMAN SIBUGA,  90000  Sabah","","","5.8510447","S/PJBWT/003-2022","118.0385817","http://maps.google.com/?q=5.8510447 ,118.0385817","WTL ELDERLY CARE CENTRE","","53","0168261022","2026-05-07T15:27:15.255Z","05.12.2022 - 04.12.2027"
"NO. 5, JALAN BERLIAN 4 TAMAN GUNUNG EMAS ULU TIRAM 818700  Johor","","","1.5947727769016669","J/PJB WT 34/2024","103.8174092904529","http://maps.google.com/?q=1.5947727769016669 ,103.8174092904529","YONG AN OLD FOLKS CARE CENTRE","","53","016-7329166","2026-05-07T15:27:15.255Z","19.06.2024 - 18.06.2029"
"22 & 22-01, JALAN HORIZON PERDANA 3, BUKIT HORIZON,    79100 ISKANDAR PUTERI Johor","","","1.4632540052864023","J/PJBWT020/2025","103.62277545187527","http://maps.google.com/?q=1.4632540052864023, 103.62277545187527","YOUNG HEART SENIOR CARE CENTRE","","53","0142788771","2026-05-07T15:27:15.255Z","22.01.2025 - 21.01.2030"
"No 25, Jalan Zahir 20B Taman Malim Jaya, Melaka   75300   Melaka","yyelderlyhomecarecentre@gmail.com","","2.2446998","M/PJB WT 017 / 2022","102.2291899","http://maps.google.com/?q=2.2446998 ,102.2291899","YY Elderly Home Care Centre","","53","017-2878256","2026-05-07T15:27:15.255Z","04.11.2022 - 03.11.2027"
"No. 1, Laluan Pusing Permai 11,   Taman Pusing Permai, 31550 Pusing, Perak 31550  Perak","","","4.496164","A/PJB WT 021/2024","101.0014045","http://maps.google.com/?q=4.496164 ,101.0014045","Zhen Seng Care Centre","","53","017-7296389","2026-05-07T15:27:15.255Z","26.03.2024 - 25.03.2029"
